player,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Jaylin Williams,16.233333333333334,6.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.667,2024-02-13,127.0,113.0,1.0,0.0
Cason Wallace,15.983333333333333,8.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.6,2024-02-13,127.0,113.0,0.8,0.0
Ousmane Dieng,9.183333333333334,2.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,2024-02-13,127.0,113.0,0.3472222222222222,0.2577319587628866
Aaron Wiggins,14.983333333333333,5.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.5,2024-02-13,127.0,113.0,0.625,0.2
Lindy Waters III,1.7666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,127.0,113.0,,
Aleksej Pokusevski,,,,,,,,,,,2024-02-13,127.0,113.0,,
Franz Wagner,34.06666666666667,15.0,7.0,2.0,0.0,0.0,2.0,16.0,4.0,0.313,2024-02-13,113.0,127.0,0.4222972972972972,0.1012145748987854
Paolo Banchero,35.45,23.0,6.0,10.0,0.0,1.0,4.0,15.0,6.0,0.6,2024-02-13,113.0,127.0,0.6519274376417233,0.1848428835489833
Wendell Carter Jr.,30.78333333333333,22.0,6.0,1.0,0.0,0.0,3.0,14.0,3.0,0.643,2024-02-13,113.0,127.0,0.7180156657963447,0.1637554585152838
Jalen Suggs,33.166666666666664,17.0,7.0,4.0,1.0,0.0,2.0,13.0,4.0,0.385,2024-02-13,113.0,127.0,0.575880758807588,0.1193317422434367
Markelle Fultz,18.48333333333333,4.0,7.0,4.0,1.0,0.0,1.0,5.0,0.0,0.4,2024-02-13,113.0,127.0,0.4,0.1666666666666666
Gary Harris,24.75,6.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.667,2024-02-13,113.0,127.0,1.0,0.25
Joe Ingles,9.75,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-13,113.0,127.0,0.0,0.0
Jonathan Isaac,15.05,3.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,0.167,2024-02-13,113.0,127.0,0.2180232558139535,0.1269035532994923
Moritz Wagner,14.133333333333333,11.0,5.0,0.0,0.0,0.0,1.0,7.0,4.0,0.571,2024-02-13,113.0,127.0,0.6278538812785388,0.1024590163934426
Cole Anthony,12.45,5.0,4.0,1.0,1.0,0.0,0.0,8.0,0.0,0.25,2024-02-13,113.0,127.0,0.3125,0.0
Anthony Black,2.3833333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2024-02-13,113.0,127.0,0.5681818181818182,0.5319148936170213
Jett Howard,2.3833333333333333,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,2024-02-13,113.0,127.0,0.75,0.0
Goga Bitadze,2.3833333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,113.0,127.0,,
Caleb Houstan,2.3833333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,113.0,127.0,,
Chuma Okeke,2.3833333333333333,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-02-13,113.0,127.0,1.5,0.0
Caleb Martin,24.816666666666663,2.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.333,2024-02-13,123.0,97.0,0.3333333333333333,0.25
Nikola Jović,30.48333333333333,24.0,7.0,3.0,1.0,0.0,0.0,13.0,4.0,0.615,2024-02-13,123.0,97.0,0.8130081300813008,0.0
Bam Adebayo,31.266666666666666,16.0,12.0,11.0,2.0,0.0,3.0,14.0,0.0,0.571,2024-02-13,123.0,97.0,0.5714285714285714,0.1764705882352941
Duncan Robinson,26.3,23.0,3.0,5.0,2.0,1.0,0.0,12.0,1.0,0.667,2024-02-13,123.0,97.0,0.92443729903537,0.0
Tyler Herro,30.166666666666668,19.0,3.0,5.0,0.0,0.0,1.0,16.0,2.0,0.438,2024-02-13,123.0,97.0,0.5627962085308057,0.0559284116331096
Jaime Jaquez Jr.,27.866666666666667,12.0,3.0,4.0,0.0,0.0,3.0,12.0,3.0,0.417,2024-02-13,123.0,97.0,0.4504504504504504,0.1838235294117647
Kevin Love,23.466666666666665,19.0,8.0,3.0,2.0,0.0,1.0,8.0,4.0,0.75,2024-02-13,123.0,97.0,0.9733606557377048,0.0929368029739777
Haywood Highsmith,22.98333333333333,2.0,4.0,0.0,2.0,1.0,0.0,4.0,0.0,0.25,2024-02-13,123.0,97.0,0.25,0.0
Jamal Cain,6.3,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2024-02-13,123.0,97.0,0.5319148936170213,0.0
Alondes Williams,6.3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-02-13,123.0,97.0,0.0,0.5
Cole Swider,5.566666666666666,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,2024-02-13,123.0,97.0,0.3472222222222222,0.5102040816326531
Orlando Robinson,4.483333333333333,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2024-02-13,123.0,97.0,1.0,0.5
Thomas Bryant,,,,,,,,,,,2024-02-13,123.0,97.0,,
Jae Crowder,17.816666666666666,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2024-02-13,97.0,123.0,1.0,0.5
Giannis Antetokounmpo,33.63333333333333,23.0,11.0,8.0,0.0,2.0,5.0,18.0,0.0,0.611,2024-02-13,97.0,123.0,0.6388888888888888,0.217391304347826
Brook Lopez,23.366666666666667,7.0,3.0,0.0,0.0,1.0,2.0,9.0,0.0,0.333,2024-02-13,97.0,123.0,0.3888888888888889,0.1818181818181818
Malik Beasley,27.516666666666666,16.0,3.0,0.0,3.0,0.0,1.0,10.0,0.0,0.6,2024-02-13,97.0,123.0,0.8,0.0909090909090909
Damian Lillard,32.36666666666667,16.0,2.0,5.0,0.0,0.0,3.0,14.0,4.0,0.357,2024-02-13,97.0,123.0,0.5076142131979695,0.1599147121535181
Bobby Portis,25.5,16.0,4.0,2.0,0.0,0.0,0.0,12.0,2.0,0.5,2024-02-13,97.0,123.0,0.6211180124223602,0.0
Pat Connaughton,24.416666666666668,0.0,6.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2024-02-13,97.0,123.0,0.0,0.3333333333333333
Patrick Beverley,12.95,3.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.333,2024-02-13,97.0,123.0,0.5,0.4
AJ Green,14.95,4.0,3.0,0.0,1.0,1.0,1.0,7.0,1.0,0.143,2024-02-13,97.0,123.0,0.2688172043010752,0.1184834123222748
Andre Jackson Jr.,7.666666666666667,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-13,97.0,123.0,0.0,0.0
Thanasis Antetokounmpo,7.666666666666667,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-02-13,97.0,123.0,1.0,0.0
MarJon Beauchamp,7.666666666666667,8.0,2.0,0.0,1.0,0.0,2.0,4.0,4.0,0.5,2024-02-13,97.0,123.0,0.6944444444444444,0.2577319587628866
TyTy Washington Jr.,4.483333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024-02-13,97.0,123.0,0.0,0.0
Chris Livingston,,,,,,,,,,,2024-02-13,97.0,123.0,,
Keegan Murray,33.516666666666666,6.0,5.0,1.0,1.0,1.0,0.0,9.0,0.0,0.333,2024-02-13,125.0,130.0,0.3333333333333333,0.0
Harrison Barnes,37.083333333333336,9.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5,2024-02-13,125.0,130.0,0.5625,0.0
Domantas Sabonis,38.96666666666667,35.0,18.0,12.0,1.0,3.0,1.0,22.0,8.0,0.636,2024-02-13,125.0,130.0,0.6857366771159875,0.0377073906485671
Kevin Huerter,23.666666666666668,10.0,3.0,1.0,1.0,1.0,1.0,6.0,0.0,0.667,2024-02-13,125.0,130.0,0.8333333333333334,0.1428571428571428
De'Aaron Fox,39.833333333333336,40.0,9.0,6.0,3.0,0.0,6.0,31.0,10.0,0.452,2024-02-13,125.0,130.0,0.5649717514124294,0.144927536231884
Davion Mitchell,17.283333333333335,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.333,2024-02-13,125.0,130.0,0.3865979381443299,0.0
Malik Monk,33.15,22.0,4.0,6.0,1.0,1.0,5.0,16.0,4.0,0.563,2024-02-13,125.0,130.0,0.6193693693693693,0.2196836555360281
Keon Ellis,7.283333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,125.0,130.0,,
Alex Len,7.1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,125.0,130.0,,
Kessler Edwards,2.1333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,125.0,130.0,,
Chris Duarte,,,,,,,,,,,2024-02-13,125.0,130.0,,
Colby Jones,,,,,,,,,,,2024-02-13,125.0,130.0,,
Trey Lyles,,,,,,,,,,,2024-02-13,125.0,130.0,,
JaVale McGee,,,,,,,,,,,2024-02-13,125.0,130.0,,
Grayson Allen,39.48333333333333,19.0,4.0,4.0,0.0,1.0,2.0,10.0,3.0,0.7,2024-02-13,130.0,125.0,0.8392226148409894,0.1501501501501501
Kevin Durant,38.05,28.0,11.0,4.0,1.0,0.0,3.0,17.0,6.0,0.647,2024-02-13,130.0,125.0,0.7128309572301426,0.1325088339222614
Jusuf Nurkić,25.35,9.0,9.0,2.0,2.0,2.0,1.0,6.0,4.0,0.5,2024-02-13,130.0,125.0,0.5798969072164949,0.1141552511415525
Bradley Beal,4.65,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2024-02-13,130.0,125.0,1.25,0.0
Devin Booker,38.45,25.0,3.0,9.0,3.0,0.0,3.0,17.0,13.0,0.412,2024-02-13,130.0,125.0,0.5501760563380282,0.1166407465007776
Eric Gordon,27.2,23.0,3.0,3.0,0.0,1.0,0.0,17.0,3.0,0.471,2024-02-13,130.0,125.0,0.6277292576419213,0.0
Royce O'Neale,29.716666666666665,9.0,4.0,5.0,4.0,1.0,0.0,7.0,3.0,0.429,2024-02-13,130.0,125.0,0.5408653846153846,0.0
Drew Eubanks,5.733333333333333,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-02-13,130.0,125.0,1.0,0.0
Josh Okogie,18.966666666666665,7.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,0.25,2024-02-13,130.0,125.0,0.607638888888889,0.2577319587628866
Bol Bol,2.283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-13,130.0,125.0,0.0,0.0
Nassir Little,10.116666666666667,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.333,2024-02-13,130.0,125.0,0.5,0.25
Theo Maledon,,,,,,,,,,,2024-02-13,130.0,125.0,,
David Roddy,,,,,,,,,,,2024-02-13,130.0,125.0,,
Jaden McDaniels,24.133333333333333,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2024-02-13,121.0,109.0,0.0,0.0
Karl-Anthony Towns,19.216666666666665,13.0,5.0,1.0,1.0,0.0,3.0,7.0,8.0,0.286,2024-02-13,121.0,109.0,0.6178707224334601,0.2218934911242603
Rudy Gobert,37.45,16.0,15.0,1.0,0.0,1.0,1.0,10.0,4.0,0.7,2024-02-13,121.0,109.0,0.6802721088435374,0.0783699059561128
Anthony Edwards,34.3,41.0,4.0,2.0,2.0,1.0,2.0,27.0,5.0,0.593,2024-02-13,121.0,109.0,0.702054794520548,0.0641025641025641
Mike Conley,26.25,7.0,4.0,6.0,2.0,3.0,2.0,7.0,2.0,0.286,2024-02-13,121.0,109.0,0.4441624365482233,0.2024291497975708
Naz Reid,25.1,10.0,3.0,1.0,1.0,2.0,0.0,8.0,2.0,0.5,2024-02-13,121.0,109.0,0.563063063063063,0.0
Kyle Anderson,22.05,8.0,3.0,8.0,0.0,0.0,0.0,3.0,6.0,0.333,2024-02-13,121.0,109.0,0.7092198581560283,0.0
Nickeil Alexander-Walker,25.95,18.0,3.0,2.0,0.0,1.0,2.0,7.0,1.0,0.857,2024-02-13,121.0,109.0,1.2096774193548387,0.2118644067796609
Monté Morris,11.55,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2024-02-13,121.0,109.0,0.0,0.0
Jordan McLaughlin,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-13,121.0,109.0,0.0,0.0
Luka Garza,3.5,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2024-02-13,121.0,109.0,0.8680555555555556,0.0
Daishen Nix,3.5,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2024-02-13,121.0,109.0,0.1736111111111111,0.2577319587628866
Josh Minott,3.5,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2024-02-13,121.0,109.0,1.1363636363636365,0.5319148936170213
Jerami Grant,34.7,12.0,1.0,4.0,1.0,0.0,3.0,17.0,0.0,0.294,2024-02-13,109.0,121.0,0.3529411764705882,0.15
Toumani Camara,22.266666666666666,14.0,4.0,2.0,0.0,0.0,2.0,7.0,2.0,0.714,2024-02-13,109.0,121.0,0.8883248730964467,0.2024291497975708
Deandre Ayton,31.95,22.0,16.0,1.0,0.0,0.0,0.0,12.0,0.0,0.917,2024-02-13,109.0,121.0,0.9166666666666666,0.0
Matisse Thybulle,18.73333333333333,0.0,2.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,2024-02-13,109.0,121.0,0.0,0.1666666666666666
Anfernee Simons,32.266666666666666,20.0,3.0,5.0,1.0,0.0,3.0,19.0,4.0,0.316,2024-02-13,109.0,121.0,0.4816955684007706,0.1262626262626262
Scoot Henderson,33.86666666666667,14.0,1.0,9.0,0.0,0.0,2.0,9.0,5.0,0.444,2024-02-13,109.0,121.0,0.625,0.1515151515151515
Dalano Banton,26.016666666666666,16.0,5.0,3.0,1.0,0.0,4.0,8.0,10.0,0.5,2024-02-13,109.0,121.0,0.6451612903225806,0.2439024390243902
Jabari Walker,17.15,4.0,7.0,0.0,0.0,0.0,1.0,5.0,0.0,0.4,2024-02-13,109.0,121.0,0.4,0.1666666666666666
Duop Reath,12.55,6.0,3.0,0.0,1.0,1.0,0.0,5.0,2.0,0.4,2024-02-13,109.0,121.0,0.5102040816326531,0.0
Ashton Hagans,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,109.0,121.0,,
Ibou Badji,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-02-13,109.0,121.0,0.5681818181818182,0.0
Kris Murray,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,109.0,121.0,,
Ausar Thompson,28.916666666666668,19.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0,0.692,2024-02-13,111.0,125.0,0.7307692307692307,0.0714285714285714
Simone Fontecchio,25.683333333333334,8.0,4.0,4.0,0.0,0.0,0.0,6.0,2.0,0.5,2024-02-13,111.0,125.0,0.5813953488372093,0.0
Jalen Duren,23.3,8.0,8.0,0.0,1.0,0.0,1.0,9.0,0.0,0.444,2024-02-13,111.0,125.0,0.4444444444444444,0.1
Cade Cunningham,25.116666666666667,12.0,7.0,7.0,0.0,0.0,0.0,15.0,4.0,0.267,2024-02-13,111.0,125.0,0.3579952267303102,0.0
Jaden Ivey,28.65,15.0,2.0,5.0,2.0,1.0,2.0,16.0,4.0,0.313,2024-02-13,111.0,125.0,0.4222972972972972,0.1012145748987854
Evan Fournier,24.516666666666666,13.0,4.0,1.0,2.0,0.0,2.0,9.0,4.0,0.444,2024-02-13,111.0,125.0,0.604089219330855,0.1567398119122257
Troy Brown Jr.,17.283333333333335,7.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,0.429,2024-02-13,111.0,125.0,0.5,0.0
Marcus Sasser,17.75,3.0,3.0,5.0,1.0,0.0,2.0,10.0,0.0,0.1,2024-02-13,111.0,125.0,0.15,0.1666666666666666
James Wiseman,23.05,18.0,9.0,2.0,0.0,1.0,1.0,12.0,3.0,0.667,2024-02-13,111.0,125.0,0.6756756756756757,0.0698324022346368
Mike Muscala,4.516666666666667,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2024-02-13,111.0,125.0,0.0,0.0
Shake Milton,18.916666666666668,8.0,6.0,4.0,0.0,0.0,1.0,9.0,0.0,0.444,2024-02-13,111.0,125.0,0.4444444444444444,0.1
Malachi Flynn,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,111.0,125.0,,
Tosan Evbuomwan,,,,,,,,,,,2024-02-13,111.0,125.0,,
Rui Hachimura,30.08333333333333,15.0,5.0,2.0,0.0,0.0,0.0,10.0,4.0,0.7,2024-02-13,125.0,111.0,0.6377551020408163,0.0
LeBron James,30.7,25.0,1.0,8.0,0.0,0.0,4.0,15.0,4.0,0.6,2024-02-13,125.0,111.0,0.7458233890214796,0.1926782273603082
Anthony Davis,28.383333333333333,20.0,14.0,4.0,0.0,6.0,1.0,12.0,7.0,0.5,2024-02-13,125.0,111.0,0.6631299734748011,0.0621890547263681
Austin Reaves,32.483333333333334,15.0,7.0,6.0,1.0,1.0,2.0,9.0,7.0,0.333,2024-02-13,125.0,111.0,0.6208609271523179,0.1420454545454545
D'Angelo Russell,31.683333333333334,21.0,2.0,3.0,0.0,1.0,3.0,18.0,2.0,0.444,2024-02-13,125.0,111.0,0.5561440677966102,0.1371115173674588
Spencer Dinwiddie,31.28333333333333,6.0,2.0,7.0,2.0,0.0,4.0,6.0,1.0,0.333,2024-02-13,125.0,111.0,0.4658385093167702,0.3831417624521072
Taurean Prince,22.55,8.0,5.0,1.0,1.0,1.0,0.0,5.0,1.0,0.6,2024-02-13,125.0,111.0,0.7352941176470588,0.0
Christian Wood,13.35,11.0,4.0,0.0,1.0,1.0,0.0,7.0,2.0,0.571,2024-02-13,125.0,111.0,0.6979695431472082,0.0
Jaxson Hayes,13.466666666666669,2.0,7.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2024-02-13,125.0,111.0,1.1363636363636365,0.5319148936170213
Jalen Hood-Schifino,2.3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,2024-02-13,125.0,111.0,0.5,0.0
Maxwell Lewis,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,125.0,111.0,,
Colin Castleton,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-13,125.0,111.0,,
Saddiq Bey,31.65,14.0,4.0,1.0,0.0,1.0,1.0,13.0,2.0,0.385,2024-02-14,99.0,122.0,0.5043227665706052,0.0672043010752688
Jalen Johnson,37.96666666666667,19.0,12.0,0.0,0.0,2.0,2.0,18.0,2.0,0.5,2024-02-14,99.0,122.0,0.503177966101695,0.0957854406130268
Bruno Fernando,25.83333333333333,6.0,12.0,1.0,1.0,1.0,0.0,5.0,2.0,0.4,2024-02-14,99.0,122.0,0.5102040816326531,0.0
Dejounte Murray,31.65,13.0,7.0,4.0,1.0,2.0,3.0,15.0,3.0,0.333,2024-02-14,99.0,122.0,0.3982843137254901,0.15527950310559
Trae Young,34.43333333333333,12.0,2.0,12.0,0.0,0.0,4.0,12.0,2.0,0.333,2024-02-14,99.0,122.0,0.4658385093167702,0.2369668246445497
De'Andre Hunter,28.266666666666666,21.0,3.0,1.0,1.0,0.0,0.0,12.0,7.0,0.5,2024-02-14,99.0,122.0,0.6962864721485411,0.0
Bogdan Bogdanović,28.95,12.0,5.0,4.0,1.0,0.0,5.0,9.0,2.0,0.444,2024-02-14,99.0,122.0,0.6072874493927125,0.336021505376344
Garrison Mathews,16.35,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2024-02-14,99.0,122.0,0.0,0.0
Kobe Bufkin,2.45,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,2024-02-14,99.0,122.0,0.5,0.3333333333333333
Vít Krejčí,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,99.0,122.0,,
Patty Mills,,,,,,,,,,,2024-02-14,99.0,122.0,,
Onyeka Okongwu,,,,,,,,,,,2024-02-14,99.0,122.0,,
Brandon Miller,36.06666666666667,26.0,6.0,4.0,1.0,3.0,5.0,19.0,6.0,0.421,2024-02-14,122.0,99.0,0.6007393715341959,0.1876876876876876
Miles Bridges,34.233333333333334,17.0,5.0,4.0,1.0,1.0,1.0,13.0,4.0,0.385,2024-02-14,122.0,99.0,0.575880758807588,0.0634517766497461
Nick Richards,29.1,12.0,7.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,2024-02-14,122.0,99.0,0.9493670886075948,0.1366120218579234
Tre Mann,29.73333333333333,21.0,8.0,6.0,2.0,0.0,1.0,13.0,3.0,0.538,2024-02-14,122.0,99.0,0.7332402234636871,0.0652741514360313
Cody Martin,29.716666666666665,6.0,7.0,4.0,1.0,0.0,1.0,6.0,0.0,0.5,2024-02-14,122.0,99.0,0.5,0.1428571428571428
Grant Williams,27.28333333333333,15.0,10.0,2.0,2.0,0.0,1.0,12.0,0.0,0.583,2024-02-14,122.0,99.0,0.625,0.0769230769230769
Seth Curry,17.1,9.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.5,2024-02-14,122.0,99.0,0.5625,0.0
Vasilije Micić,19.966666666666665,13.0,2.0,5.0,0.0,0.0,1.0,9.0,4.0,0.444,2024-02-14,122.0,99.0,0.604089219330855,0.0850340136054421
Davis Bertans,13.25,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.25,2024-02-14,122.0,99.0,0.375,0.0
JT Thor,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,122.0,99.0,,
Nick Smith Jr.,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-02-14,122.0,99.0,,1.0
Bryce McGowens,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,122.0,99.0,,
Josh Hart,29.716666666666665,4.0,3.0,2.0,2.0,0.0,2.0,8.0,0.0,0.25,2024-02-14,100.0,118.0,0.25,0.2
Precious Achiuwa,43.35,23.0,14.0,5.0,0.0,0.0,1.0,16.0,7.0,0.5,2024-02-14,100.0,118.0,0.6027253668763103,0.049800796812749
Jericho Sims,38.93333333333333,8.0,8.0,1.0,1.0,0.0,0.0,5.0,3.0,0.6,2024-02-14,100.0,118.0,0.6329113924050632,0.0
Alec Burks,30.166666666666668,13.0,3.0,0.0,0.0,0.0,1.0,16.0,2.0,0.313,2024-02-14,100.0,118.0,0.3850710900473933,0.0559284116331096
Jalen Brunson,35.0,33.0,1.0,6.0,2.0,0.0,3.0,21.0,7.0,0.524,2024-02-14,100.0,118.0,0.6852159468438539,0.1107828655834564
Miles McBride,31.5,8.0,1.0,1.0,2.0,0.0,1.0,11.0,3.0,0.182,2024-02-14,100.0,118.0,0.3246753246753247,0.075075075075075
Taj Gibson,9.066666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2024-02-14,100.0,118.0,,1.0
Jacob Toppin,17.383333333333333,11.0,4.0,0.0,0.0,0.0,1.0,7.0,2.0,0.571,2024-02-14,100.0,118.0,0.6979695431472082,0.1126126126126126
Charlie Brown Jr.,4.883333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,100.0,118.0,,
Bojan Bogdanović,,,,,,,,,,,2024-02-14,100.0,118.0,,
Donte DiVincenzo,,,,,,,,,,,2024-02-14,100.0,118.0,,
Isaiah Hartenstein,,,,,,,,,,,2024-02-14,100.0,118.0,,
Franz Wagner,31.566666666666663,21.0,3.0,6.0,3.0,1.0,1.0,13.0,6.0,0.538,2024-02-14,118.0,100.0,0.6713554987212276,0.0600961538461538
Paolo Banchero,34.81666666666667,36.0,6.0,5.0,1.0,0.0,3.0,20.0,0.0,0.75,2024-02-14,118.0,100.0,0.9,0.1304347826086956
Wendell Carter Jr.,24.466666666666665,9.0,6.0,1.0,0.0,1.0,0.0,5.0,2.0,0.8,2024-02-14,118.0,100.0,0.7653061224489796,0.0
Caleb Houstan,25.4,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.667,2024-02-14,118.0,100.0,1.0,0.25
Anthony Black,23.433333333333334,4.0,2.0,2.0,1.0,0.0,1.0,7.0,0.0,0.286,2024-02-14,118.0,100.0,0.2857142857142857,0.125
Cole Anthony,24.933333333333334,11.0,2.0,1.0,0.0,2.0,1.0,8.0,1.0,0.625,2024-02-14,118.0,100.0,0.6516587677725119,0.1059322033898305
Joe Ingles,19.83333333333333,6.0,2.0,5.0,1.0,1.0,0.0,3.0,0.0,0.667,2024-02-14,118.0,100.0,1.0,0.0
Trevelin Queen,7.816666666666666,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-02-14,118.0,100.0,0.0,0.0
Jonathan Isaac,14.533333333333331,8.0,5.0,2.0,0.0,1.0,2.0,5.0,0.0,0.8,2024-02-14,118.0,100.0,0.8,0.2857142857142857
Moritz Wagner,13.266666666666667,10.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,0.8,2024-02-14,118.0,100.0,0.8503401360544218,0.2538071065989847
Goga Bitadze,4.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-02-14,118.0,100.0,,1.0
Jett Howard,4.883333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-14,118.0,100.0,0.0,0.0
Chuma Okeke,4.883333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-14,118.0,100.0,,
Kevon Harris,2.833333333333333,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.667,2024-02-14,118.0,100.0,0.6666666666666666,0.0
Admiral Schofield,2.833333333333333,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-02-14,118.0,100.0,1.5,0.0
Caleb Martin,25.183333333333334,8.0,1.0,3.0,2.0,0.0,1.0,9.0,2.0,0.333,2024-02-14,109.0,104.0,0.4048582995951417,0.0919117647058823
Nikola Jović,14.1,3.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.5,2024-02-14,109.0,104.0,0.75,0.5
Bam Adebayo,39.36666666666667,23.0,13.0,4.0,2.0,0.0,2.0,14.0,5.0,0.643,2024-02-14,109.0,104.0,0.7098765432098766,0.1098901098901098
Duncan Robinson,32.733333333333334,20.0,1.0,4.0,1.0,0.0,2.0,11.0,1.0,0.636,2024-02-14,109.0,104.0,0.8741258741258742,0.1488095238095238
Tyler Herro,38.083333333333336,23.0,7.0,7.0,0.0,0.0,3.0,23.0,3.0,0.435,2024-02-14,109.0,104.0,0.4728618421052631,0.109809663250366
Jaime Jaquez Jr.,32.03333333333333,12.0,9.0,3.0,2.0,0.0,1.0,12.0,0.0,0.5,2024-02-14,109.0,104.0,0.5,0.0769230769230769
Haywood Highsmith,36.48333333333333,16.0,2.0,1.0,2.0,1.0,1.0,13.0,2.0,0.385,2024-02-14,109.0,104.0,0.5763688760806917,0.0672043010752688
Kevin Love,11.766666666666667,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,2024-02-14,109.0,104.0,0.5,0.0
