player,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Max Strus,28.28333333333333,10.0,1.0,0.0,1.0,1.0,1.0,9.0,2.0,0.444,2023-11-03,116.0,121.0,0.5060728744939271,0.0919117647058823
Evan Mobley,35.85,14.0,10.0,5.0,3.0,4.0,2.0,13.0,0.0,0.538,2023-11-03,116.0,121.0,0.5384615384615384,0.1333333333333333
Jarrett Allen,21.116666666666667,10.0,7.0,0.0,1.0,2.0,1.0,6.0,3.0,0.667,2023-11-03,116.0,121.0,0.6830601092896175,0.1201923076923076
Donovan Mitchell,36.65,38.0,5.0,9.0,1.0,0.0,3.0,21.0,10.0,0.619,2023-11-03,116.0,121.0,0.7480314960629921,0.1056338028169014
Darius Garland,31.98333333333333,14.0,0.0,6.0,2.0,1.0,4.0,11.0,4.0,0.455,2023-11-03,116.0,121.0,0.54858934169279,0.2386634844868735
Georges Niang,27.133333333333333,12.0,5.0,1.0,0.0,0.0,0.0,9.0,2.0,0.444,2023-11-03,116.0,121.0,0.6072874493927125,0.0
Isaac Okoro,23.016666666666666,5.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.667,2023-11-03,116.0,121.0,0.8333333333333334,0.25
Caris LeVert,30.4,13.0,5.0,4.0,0.0,1.0,1.0,12.0,4.0,0.417,2023-11-03,116.0,121.0,0.4723837209302325,0.067750677506775
Dean Wade,2.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,116.0,121.0,,
Tristan Thompson,2.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,116.0,121.0,,
Damian Jones,,,,,,,,,,,2023-11-03,116.0,121.0,,
Sam Merrill,,,,,,,,,,,2023-11-03,116.0,121.0,,
Craig Porter Jr.,,,,,,,,,,,2023-11-03,116.0,121.0,,
Bennedict Mathurin,24.1,5.0,3.0,5.0,1.0,0.0,1.0,7.0,3.0,0.286,2023-11-03,121.0,116.0,0.3004807692307692,0.1072961373390558
Obi Toppin,20.5,6.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,2023-11-03,121.0,116.0,0.5,0.0
Myles Turner,30.616666666666667,27.0,9.0,0.0,2.0,2.0,3.0,14.0,6.0,0.643,2023-11-03,121.0,116.0,0.8112980769230769,0.1527494908350305
Bruce Brown,37.41666666666666,19.0,7.0,2.0,0.0,0.0,2.0,15.0,0.0,0.533,2023-11-03,121.0,116.0,0.6333333333333333,0.1176470588235294
Tyrese Haliburton,34.31666666666667,18.0,2.0,13.0,2.0,0.0,4.0,14.0,9.0,0.357,2023-11-03,121.0,116.0,0.5011135857461024,0.1821493624772313
Buddy Hield,30.23333333333333,14.0,5.0,2.0,0.0,1.0,1.0,9.0,0.0,0.556,2023-11-03,121.0,116.0,0.7777777777777778,0.1
Andrew Nembhard,17.933333333333334,6.0,0.0,3.0,0.0,0.0,2.0,5.0,2.0,0.4,2023-11-03,121.0,116.0,0.5102040816326531,0.2538071065989847
Jalen Smith,17.433333333333334,13.0,5.0,2.0,0.0,1.0,3.0,8.0,0.0,0.75,2023-11-03,121.0,116.0,0.8125,0.2727272727272727
Aaron Nesmith,27.48333333333333,13.0,5.0,0.0,2.0,1.0,2.0,8.0,4.0,0.625,2023-11-03,121.0,116.0,0.6659836065573771,0.1700680272108843
Isaiah Jackson,,,,,,,,,,,2023-11-03,121.0,116.0,,
T.J. McConnell,,,,,,,,,,,2023-11-03,121.0,116.0,,
Jordan Nwora,,,,,,,,,,,2023-11-03,121.0,116.0,,
Ben Sheppard,,,,,,,,,,,2023-11-03,121.0,116.0,,
Daniel Theis,,,,,,,,,,,2023-11-03,121.0,116.0,,
Jarace Walker,,,,,,,,,,,2023-11-03,121.0,116.0,,
Josh Hart,35.983333333333334,6.0,10.0,5.0,3.0,1.0,0.0,9.0,2.0,0.222,2023-11-03,105.0,110.0,0.3036437246963562,0.0
Julius Randle,38.98333333333333,16.0,12.0,5.0,2.0,0.0,1.0,20.0,9.0,0.25,2023-11-03,105.0,110.0,0.333889816360601,0.0400641025641025
Mitchell Robinson,29.45,0.0,15.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2023-11-03,105.0,110.0,0.0,0.0
Quentin Grimes,33.56666666666667,17.0,4.0,2.0,0.0,0.0,1.0,11.0,0.0,0.545,2023-11-03,105.0,110.0,0.7727272727272727,0.0833333333333333
Jalen Brunson,41.61666666666667,45.0,5.0,4.0,1.0,0.0,4.0,30.0,11.0,0.567,2023-11-03,105.0,110.0,0.6458094144661308,0.1029866117404737
Immanuel Quickley,21.83333333333333,14.0,3.0,1.0,0.0,0.0,1.0,10.0,3.0,0.5,2023-11-03,105.0,110.0,0.6183745583038869,0.0811688311688311
Isaiah Hartenstein,18.266666666666666,4.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.667,2023-11-03,105.0,110.0,0.6666666666666666,0.4
Donte DiVincenzo,18.23333333333333,3.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0,0.125,2023-11-03,105.0,110.0,0.1875,0.1111111111111111
Miles McBride,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-03,105.0,110.0,0.0,0.0
Ryan Arcidiacono,,,,,,,,,,,2023-11-03,105.0,110.0,,
Evan Fournier,,,,,,,,,,,2023-11-03,105.0,110.0,,
DaQuan Jeffries,,,,,,,,,,,2023-11-03,105.0,110.0,,
Jericho Sims,,,,,,,,,,,2023-11-03,105.0,110.0,,
Dylan Windler,,,,,,,,,,,2023-11-03,105.0,110.0,,
Khris Middleton,21.016666666666666,12.0,9.0,4.0,0.0,0.0,0.0,10.0,0.0,0.5,2023-11-03,110.0,105.0,0.6,0.0
Giannis Antetokounmpo,35.78333333333333,22.0,8.0,6.0,0.0,1.0,7.0,10.0,13.0,0.6,2023-11-03,110.0,105.0,0.6997455470737914,0.3080985915492958
Brook Lopez,35.53333333333333,13.0,5.0,0.0,1.0,9.0,1.0,15.0,2.0,0.267,2023-11-03,110.0,105.0,0.4093198992443325,0.0592417061611374
Malik Beasley,22.366666666666667,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-11-03,110.0,105.0,0.0,0.0
Damian Lillard,36.06666666666667,30.0,4.0,4.0,1.0,1.0,4.0,15.0,12.0,0.467,2023-11-03,110.0,105.0,0.7396449704142012,0.1647446457990115
Pat Connaughton,23.916666666666668,2.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.25,2023-11-03,110.0,105.0,0.25,0.2
Bobby Portis,16.55,4.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,0.2,2023-11-03,110.0,105.0,0.2,0.0
Jae Crowder,23.73333333333333,14.0,6.0,2.0,1.0,0.0,0.0,8.0,0.0,0.625,2023-11-03,110.0,105.0,0.875,0.0
Cameron Payne,11.933333333333334,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2023-11-03,110.0,105.0,0.0,0.5
MarJon Beauchamp,13.1,13.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.714,2023-11-03,110.0,105.0,0.8736559139784946,0.0
Thanasis Antetokounmpo,,,,,,,,,,,2023-11-03,110.0,105.0,,
AJ Green,,,,,,,,,,,2023-11-03,110.0,105.0,,
Andre Jackson Jr.,,,,,,,,,,,2023-11-03,110.0,105.0,,
Chris Livingston,,,,,,,,,,,2023-11-03,110.0,105.0,,
Robin Lopez,,,,,,,,,,,2023-11-03,110.0,105.0,,
Deni Avdija,23.766666666666666,14.0,4.0,3.0,0.0,0.0,2.0,8.0,2.0,0.75,2023-11-03,114.0,121.0,0.7882882882882882,0.1838235294117647
Kyle Kuzma,31.05,22.0,4.0,3.0,0.0,0.0,5.0,19.0,2.0,0.421,2023-11-03,114.0,121.0,0.5533199195171027,0.2009646302250804
Daniel Gafford,19.65,4.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2023-11-03,114.0,121.0,0.8620689655172413,0.4629629629629629
Jordan Poole,28.416666666666668,19.0,1.0,6.0,4.0,0.0,2.0,14.0,1.0,0.571,2023-11-03,114.0,121.0,0.6578947368421053,0.121654501216545
Tyus Jones,24.166666666666668,7.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.6,2023-11-03,114.0,121.0,0.7,0.2857142857142857
Bilal Coulibaly,26.28333333333333,9.0,3.0,3.0,0.0,0.0,1.0,5.0,2.0,0.8,2023-11-03,114.0,121.0,0.7653061224489796,0.1453488372093023
Delon Wright,17.233333333333334,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,2023-11-03,114.0,121.0,0.0,0.4
Danilo Gallinari,9.383333333333333,6.0,3.0,3.0,0.0,0.0,1.0,5.0,2.0,0.6,2023-11-03,114.0,121.0,0.5102040816326531,0.1453488372093023
Johnny Davis,13.1,11.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2023-11-03,114.0,121.0,1.1,0.0
Landry Shamet,14.05,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-11-03,114.0,121.0,0.0,0.0
Mike Muscala,12.366666666666667,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.4,2023-11-03,114.0,121.0,0.5,0.1666666666666666
Ryan Rollins,7.333333333333333,7.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,0.5,2023-11-03,114.0,121.0,0.6578947368421052,0.0
Anthony Gill,6.6,6.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.667,2023-11-03,114.0,121.0,0.7731958762886598,0.2049180327868852
Eugene Omoruyi,6.6,4.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2023-11-03,114.0,121.0,1.0,0.3333333333333333
Patrick Baldwin Jr.,,,,,,,,,,,2023-11-03,114.0,121.0,,
Jimmy Butler,31.383333333333333,20.0,7.0,2.0,3.0,0.0,2.0,11.0,6.0,0.636,2023-11-03,121.0,114.0,0.7331378299120235,0.1278772378516624
Haywood Highsmith,21.716666666666665,8.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.75,2023-11-03,121.0,114.0,1.0,0.3333333333333333
Bam Adebayo,29.98333333333333,18.0,4.0,3.0,0.0,0.0,4.0,15.0,2.0,0.533,2023-11-03,121.0,114.0,0.5667506297229219,0.2012072434607645
Tyler Herro,36.66666666666666,24.0,10.0,9.0,2.0,0.0,3.0,17.0,2.0,0.529,2023-11-03,121.0,114.0,0.6711409395973155,0.1436781609195402
Kyle Lowry,25.55,3.0,3.0,7.0,2.0,0.0,2.0,4.0,0.0,0.25,2023-11-03,121.0,114.0,0.375,0.3333333333333333
Duncan Robinson,29.53333333333333,18.0,1.0,6.0,1.0,0.0,2.0,11.0,0.0,0.636,2023-11-03,121.0,114.0,0.8181818181818182,0.1538461538461538
Thomas Bryant,18.016666666666666,11.0,4.0,0.0,0.0,1.0,2.0,7.0,2.0,0.714,2023-11-03,121.0,114.0,0.6979695431472082,0.2024291497975708
Josh Richardson,25.55,10.0,3.0,5.0,0.0,0.0,2.0,6.0,1.0,0.667,2023-11-03,121.0,114.0,0.7763975155279502,0.2369668246445497
Jaime Jaquez Jr.,21.6,9.0,5.0,3.0,1.0,0.0,0.0,5.0,1.0,0.8,2023-11-03,121.0,114.0,0.8272058823529411,0.0
Nikola Jović,,,,,,,,,,,2023-11-03,121.0,114.0,,
Kevin Love,,,,,,,,,,,2023-11-03,121.0,114.0,,
Orlando Robinson,,,,,,,,,,,2023-11-03,121.0,114.0,,
Dru Smith,,,,,,,,,,,2023-11-03,121.0,114.0,,
Cam Thomas,30.916666666666668,17.0,5.0,4.0,0.0,1.0,0.0,18.0,2.0,0.333,2023-11-03,109.0,107.0,0.4502118644067797,0.0
Mikal Bridges,33.483333333333334,20.0,2.0,3.0,0.0,0.0,0.0,17.0,2.0,0.471,2023-11-03,109.0,107.0,0.5592841163310962,0.0
Dorian Finney-Smith,32.75,21.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,0.571,2023-11-03,109.0,107.0,0.75,0.0
Spencer Dinwiddie,30.933333333333334,10.0,3.0,9.0,2.0,0.0,3.0,7.0,0.0,0.571,2023-11-03,109.0,107.0,0.7142857142857143,0.3
Ben Simmons,32.733333333333334,8.0,9.0,6.0,1.0,0.0,4.0,8.0,0.0,0.5,2023-11-03,109.0,107.0,0.5,0.3333333333333333
Royce O'Neale,31.766666666666666,9.0,5.0,8.0,0.0,1.0,0.0,10.0,0.0,0.3,2023-11-03,109.0,107.0,0.45,0.0
Lonnie Walker IV,15.85,11.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.5,2023-11-03,109.0,107.0,0.55,0.0
Dennis Smith Jr.,16.45,7.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,0.333,2023-11-03,109.0,107.0,0.3888888888888889,0.1
Day'Ron Sharpe,15.1,6.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2023-11-03,109.0,107.0,0.872093023255814,0.0
Armoni Brooks,,,,,,,,,,,2023-11-03,109.0,107.0,,
Harry Giles III,,,,,,,,,,,2023-11-03,109.0,107.0,,
Trendon Watford,,,,,,,,,,,2023-11-03,109.0,107.0,,
Jalen Wilson,,,,,,,,,,,2023-11-03,109.0,107.0,,
DeMar DeRozan,33.46666666666667,24.0,1.0,4.0,0.0,0.0,0.0,20.0,4.0,0.45,2023-11-03,107.0,109.0,0.551470588235294,0.0
Torrey Craig,23.183333333333334,3.0,6.0,4.0,1.0,0.0,1.0,4.0,0.0,0.25,2023-11-03,107.0,109.0,0.375,0.2
Nikola Vučević,35.71666666666667,13.0,13.0,3.0,0.0,0.0,0.0,13.0,0.0,0.462,2023-11-03,107.0,109.0,0.5,0.0
Zach LaVine,38.43333333333333,24.0,7.0,5.0,1.0,1.0,2.0,21.0,4.0,0.476,2023-11-03,107.0,109.0,0.5272407732864675,0.0807754442649434
Coby White,35.43333333333333,18.0,3.0,2.0,0.0,1.0,2.0,17.0,2.0,0.412,2023-11-03,107.0,109.0,0.5033557046979866,0.1006036217303823
Jevon Carter,14.25,5.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.667,2023-11-03,107.0,109.0,0.8333333333333334,0.4
Alex Caruso,26.28333333333333,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5,2023-11-03,107.0,109.0,0.75,0.0
Patrick Williams,20.883333333333333,10.0,5.0,1.0,0.0,1.0,2.0,6.0,0.0,0.667,2023-11-03,107.0,109.0,0.8333333333333334,0.25
Andre Drummond,12.35,7.0,4.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,2023-11-03,107.0,109.0,0.7352941176470589,0.1736111111111111
Julian Phillips,,,,,,,,,,,2023-11-03,107.0,109.0,,
Terry Taylor,,,,,,,,,,,2023-11-03,107.0,109.0,,
Dalen Terry,,,,,,,,,,,2023-11-03,107.0,109.0,,
Andrew Wiggins,26.53333333333333,17.0,5.0,1.0,0.0,0.0,0.0,11.0,8.0,0.545,2023-11-03,141.0,139.0,0.5853994490358126,0.0
Draymond Green,28.966666666666665,15.0,5.0,3.0,0.0,1.0,3.0,11.0,3.0,0.455,2023-11-03,141.0,139.0,0.6087662337662337,0.195822454308094
Kevon Looney,11.45,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.5,2023-11-03,141.0,139.0,0.6944444444444444,0.4098360655737705
Klay Thompson,32.65,18.0,3.0,1.0,0.0,0.0,1.0,10.0,2.0,0.6,2023-11-03,141.0,139.0,0.8272058823529411,0.0841750841750841
Stephen Curry,31.383333333333333,30.0,8.0,7.0,2.0,0.0,3.0,15.0,7.0,0.6,2023-11-03,141.0,139.0,0.8296460176991152,0.1423149905123339
Dario Šarić,19.816666666666663,20.0,6.0,3.0,1.0,0.0,1.0,9.0,4.0,0.667,2023-11-03,141.0,139.0,0.929368029739777,0.0850340136054421
Chris Paul,27.78333333333333,1.0,2.0,13.0,2.0,0.0,0.0,6.0,2.0,0.0,2023-11-03,141.0,139.0,0.0726744186046511,0.0
Jonathan Kuminga,21.816666666666663,19.0,2.0,1.0,0.0,0.0,3.0,15.0,2.0,0.6,2023-11-03,141.0,139.0,0.5982367758186398,0.1588983050847457
Gary Payton II,22.08333333333333,9.0,3.0,1.0,2.0,0.0,1.0,6.0,0.0,0.667,2023-11-03,141.0,139.0,0.75,0.1428571428571428
Moses Moody,17.516666666666666,8.0,1.0,2.0,1.0,0.0,1.0,7.0,0.0,0.429,2023-11-03,141.0,139.0,0.5714285714285714,0.125
Usman Garuba,,,,,,,,,,,2023-11-03,141.0,139.0,,
Cory Joseph,,,,,,,,,,,2023-11-03,141.0,139.0,,
Jerome Robinson,,,,,,,,,,,2023-11-03,141.0,139.0,,
Luguentz Dort,30.2,29.0,5.0,0.0,0.0,0.0,1.0,12.0,7.0,0.75,2023-11-03,139.0,141.0,0.9615384615384616,0.0621890547263681
Jalen Williams,35.31666666666667,18.0,3.0,8.0,1.0,0.0,6.0,12.0,5.0,0.667,2023-11-03,139.0,141.0,0.6338028169014085,0.297029702970297
Chet Holmgren,31.98333333333333,24.0,8.0,5.0,1.0,1.0,2.0,9.0,8.0,0.778,2023-11-03,139.0,141.0,0.9584664536741214,0.1377410468319559
Josh Giddey,30.566666666666663,18.0,5.0,4.0,0.0,0.0,6.0,15.0,2.0,0.533,2023-11-03,139.0,141.0,0.5667506297229219,0.2742230347349177
Cason Wallace,36.31666666666667,13.0,2.0,1.0,0.0,0.0,1.0,10.0,0.0,0.6,2023-11-03,139.0,141.0,0.65,0.0909090909090909
Isaiah Joe,26.23333333333333,16.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.667,2023-11-03,139.0,141.0,0.9259259259259258,0.1037344398340248
Jaylin Williams,15.183333333333334,6.0,5.0,3.0,0.0,0.0,1.0,5.0,2.0,0.4,2023-11-03,139.0,141.0,0.5102040816326531,0.1453488372093023
Aaron Wiggins,16.766666666666666,7.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.5,2023-11-03,139.0,141.0,0.5833333333333334,0.0
Vasilije Micić,12.083333333333334,5.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.4,2023-11-03,139.0,141.0,0.5,0.0
Ousmane Dieng,5.35,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.333,2023-11-03,139.0,141.0,0.5,0.25
Davis Bertans,,,,,,,,,,,2023-11-03,139.0,141.0,,
Tre Mann,,,,,,,,,,,2023-11-03,139.0,141.0,,
Aleksej Pokusevski,,,,,,,,,,,2023-11-03,139.0,141.0,,
Olivier Sarr,,,,,,,,,,,2023-11-03,139.0,141.0,,
Lindy Waters III,,,,,,,,,,,2023-11-03,139.0,141.0,,
Derrick Jones Jr.,16.95,7.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.6,2023-11-03,114.0,125.0,0.7,0.0
Grant Williams,32.85,13.0,5.0,2.0,1.0,2.0,1.0,10.0,2.0,0.4,2023-11-03,114.0,125.0,0.5974264705882353,0.0841750841750841
Dereck Lively II,24.8,4.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.667,2023-11-03,114.0,125.0,0.6666666666666666,0.0
Luka Dončić,38.266666666666666,34.0,10.0,8.0,0.0,1.0,9.0,24.0,7.0,0.458,2023-11-03,114.0,125.0,0.6277695716395865,0.2494456762749445
Kyrie Irving,34.86666666666667,22.0,1.0,7.0,4.0,2.0,3.0,15.0,4.0,0.6,2023-11-03,114.0,125.0,0.6563245823389021,0.1518218623481781
Tim Hardaway Jr.,26.75,9.0,3.0,2.0,1.0,0.0,2.0,8.0,2.0,0.375,2023-11-03,114.0,125.0,0.5067567567567567,0.1838235294117647
Dwight Powell,16.5,6.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.4,2023-11-03,114.0,125.0,0.5102040816326531,0.0
Josh Green,27.166666666666668,13.0,5.0,2.0,2.0,0.0,0.0,8.0,0.0,0.625,2023-11-03,114.0,125.0,0.8125,0.0
Jaden Hardy,14.183333333333334,6.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.333,2023-11-03,114.0,125.0,0.5,0.0
Seth Curry,5.3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2023-11-03,114.0,125.0,0.0,0.0
Danté Exum,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,114.0,125.0,,
Olivier-Maxence Prosper,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-03,114.0,125.0,0.0,0.0
Richaun Holmes,,,,,,,,,,,2023-11-03,114.0,125.0,,
Michael Porter Jr.,34.46666666666667,24.0,9.0,1.0,0.0,2.0,1.0,18.0,0.0,0.556,2023-11-03,125.0,114.0,0.6666666666666666,0.0526315789473684
Aaron Gordon,35.233333333333334,18.0,8.0,6.0,2.0,1.0,4.0,17.0,0.0,0.471,2023-11-03,125.0,114.0,0.5294117647058824,0.1904761904761904
Nikola Jokić,35.583333333333336,33.0,14.0,9.0,1.0,1.0,4.0,16.0,5.0,0.875,2023-11-03,125.0,114.0,0.9065934065934066,0.1801801801801802
Kentavious Caldwell-Pope,36.85,8.0,5.0,1.0,2.0,0.0,1.0,7.0,0.0,0.429,2023-11-03,125.0,114.0,0.5714285714285714,0.125
Jamal Murray,39.3,18.0,2.0,13.0,1.0,0.0,2.0,15.0,6.0,0.333,2023-11-03,125.0,114.0,0.5102040816326531,0.1018329938900203
Reggie Jackson,19.85,8.0,1.0,2.0,4.0,0.0,3.0,10.0,2.0,0.3,2023-11-03,125.0,114.0,0.3676470588235294,0.2161383285302593
Christian Braun,14.633333333333333,9.0,5.0,0.0,1.0,0.0,1.0,4.0,3.0,0.75,2023-11-03,125.0,114.0,0.8458646616541353,0.1582278481012658
Peyton Watson,12.516666666666667,3.0,3.0,1.0,0.0,2.0,0.0,4.0,2.0,0.25,2023-11-03,125.0,114.0,0.3073770491803279,0.0
Zeke Nnaji,11.583333333333334,4.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2023-11-03,125.0,114.0,0.819672131147541,0.2906976744186046
Collin Gillespie,,,,,,,,,,,2023-11-03,125.0,114.0,,
Justin Holiday,,,,,,,,,,,2023-11-03,125.0,114.0,,
DeAndre Jordan,,,,,,,,,,,2023-11-03,125.0,114.0,,
Braxton Key,,,,,,,,,,,2023-11-03,125.0,114.0,,
Jalen Pickett,,,,,,,,,,,2023-11-03,125.0,114.0,,
Julian Strawther,,,,,,,,,,,2023-11-03,125.0,114.0,,
Ziaire Williams,27.05,13.0,6.0,3.0,1.0,1.0,2.0,8.0,2.0,0.625,2023-11-03,113.0,115.0,0.7319819819819819,0.1838235294117647
David Roddy,32.333333333333336,16.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.571,2023-11-03,113.0,115.0,0.5714285714285714,0.0
Jaren Jackson Jr.,37.7,30.0,10.0,3.0,1.0,3.0,4.0,17.0,6.0,0.647,2023-11-03,113.0,115.0,0.7637474541751528,0.1692047377326565
Desmond Bane,44.78333333333333,33.0,8.0,7.0,4.0,3.0,3.0,26.0,5.0,0.5,2023-11-03,113.0,115.0,0.5851063829787234,0.0961538461538461
Marcus Smart,39.5,8.0,3.0,4.0,1.0,0.0,5.0,12.0,0.0,0.333,2023-11-03,113.0,115.0,0.3333333333333333,0.2941176470588235
Xavier Tillman,24.05,6.0,7.0,5.0,1.0,2.0,1.0,8.0,0.0,0.375,2023-11-03,113.0,115.0,0.375,0.1111111111111111
Luke Kennard,26.65,5.0,8.0,3.0,0.0,0.0,0.0,7.0,0.0,0.286,2023-11-03,113.0,115.0,0.3571428571428571,0.0
John Konchar,10.6,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,2023-11-03,113.0,115.0,0.5,0.0
Jacob Gilyard,12.35,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-11-03,113.0,115.0,,1.0
Vince Williams Jr.,9.983333333333333,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2023-11-03,113.0,115.0,0.0,0.3333333333333333
Bismack Biyombo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,113.0,115.0,,
Jake LaRavia,,,,,,,,,,,2023-11-03,113.0,115.0,,
Kenneth Lofton Jr.,,,,,,,,,,,2023-11-03,113.0,115.0,,
Matisse Thybulle,18.5,5.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.5,2023-11-03,115.0,113.0,0.625,0.0
Jerami Grant,43.73333333333333,26.0,8.0,3.0,0.0,1.0,3.0,23.0,9.0,0.391,2023-11-03,115.0,113.0,0.4821958456973294,0.1001335113484646
Deandre Ayton,36.266666666666666,16.0,12.0,2.0,3.0,1.0,1.0,11.0,2.0,0.636,2023-11-03,115.0,113.0,0.6734006734006733,0.077639751552795
Shaedon Sharpe,46.43333333333333,22.0,5.0,2.0,1.0,1.0,3.0,17.0,7.0,0.412,2023-11-03,115.0,113.0,0.5478087649402391,0.1299826689774696
Malcolm Brogdon,44.35,24.0,7.0,10.0,3.0,0.0,4.0,19.0,12.0,0.316,2023-11-03,115.0,113.0,0.4942339373970346,0.1414427157001414
Robert Williams III,19.75,8.0,10.0,0.0,2.0,1.0,1.0,4.0,3.0,0.75,2023-11-03,115.0,113.0,0.7518796992481203,0.1582278481012658
Skylar Mays,15.216666666666669,9.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,0.375,2023-11-03,115.0,113.0,0.5067567567567567,0.1012145748987854
Toumani Camara,31.48333333333333,5.0,3.0,1.0,2.0,0.0,1.0,8.0,1.0,0.25,2023-11-03,115.0,113.0,0.2962085308056872,0.1059322033898305
Jabari Walker,9.266666666666667,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2023-11-03,115.0,113.0,0.0,0.0
Moses Brown,,,,,,,,,,,2023-11-03,115.0,113.0,,
Justin Minaya,,,,,,,,,,,2023-11-03,115.0,113.0,,
Kris Murray,,,,,,,,,,,2023-11-03,115.0,113.0,,
Rayan Rupert,,,,,,,,,,,2023-11-03,115.0,113.0,,
Kelly Oubre Jr.,26.383333333333333,8.0,8.0,1.0,2.0,0.0,0.0,9.0,3.0,0.333,2023-11-10,114.0,106.0,0.3875968992248061,0.0
Tobias Harris,37.766666666666666,24.0,5.0,2.0,0.0,1.0,3.0,15.0,6.0,0.533,2023-11-10,114.0,106.0,0.6802721088435374,0.1453488372093023
Joel Embiid,35.8,33.0,16.0,3.0,0.0,2.0,5.0,21.0,19.0,0.381,2023-11-10,114.0,106.0,0.5619891008174387,0.1455180442374854
De'Anthony Melton,29.7,10.0,3.0,2.0,3.0,1.0,0.0,9.0,4.0,0.333,2023-11-10,114.0,106.0,0.4646840148698885,0.0
Tyrese Maxey,39.36666666666667,29.0,6.0,11.0,3.0,1.0,0.0,19.0,9.0,0.474,2023-11-10,114.0,106.0,0.6315331010452961,0.0
Patrick Beverley,5.283333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,114.0,106.0,0.0,0.0
Nicolas Batum,26.466666666666665,3.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.5,2023-11-10,114.0,106.0,0.75,0.0
Robert Covington,14.416666666666666,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.333,2023-11-10,114.0,106.0,0.5,0.0
Marcus Morris Sr.,6.033333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-10,114.0,106.0,,
Paul Reed,12.2,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,2023-11-10,114.0,106.0,0.5,0.0
